case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
17-636,2017-05-06,00:03,2017-05-06,03:02,"5000 63RD St, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
17-637,2017-05-06,09:05,2017-05-06,02:00,"Alpha Delta Chi Sorority, 5750 Montezuma Rd, San Diego",San Diego State University,Vandalism Less than $400
17-639,2017-05-06,04:21,2017-04-30,03:45,"Parking 7, 5100 55TH St, San Diego",San Diego State University,Tamper With Vehicle
17-64,2017-01-19,02:10,2017-01-19,01:08,"Starbucks Coffee, 6701 El Cajon Bl, San Diego",San Diego State University,Vandalism ($400 or less) -Misd
17-640,2017-05-06,05:16,2017-05-06,05:16,"Alberts College Apartments Lee Plaza, 5485 55TH St, San Diego",San Diego State University,"Battery: Spouse/Ex Spouse/Date,etc."
17-642,2017-05-07,01:51,2017-05-07,01:51,"Alberts College Apartments Lee Plaza, 5485 55TH St, San Diego",San Diego State University,Battery On Person
17-644,2017-05-07,03:38,2017-05-07,03:38,"54TH St/Maisel Wy, San Diego",San Diego State University,Drive W/O License
17-645,2017-05-07,00:39,2017-05-07,02:45,"North Art, 5730 Avenue Of Arts, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
17-646,2017-05-08,07:22,2017-05-05,06:45,"Geology Mathematics Computer Sci, 6000 Aztec Circle Dr, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
17-647,2017-05-08,07:51,2017-05-08,07:49,"Fiji House, 5804 Montezuma Rd, San Diego",San Diego State University,Burglary
17-649,2017-05-08,00:17,2017-05-08,01:10,"East Commons, 5965 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
17-65,2017-01-20,02:27,2017-01-20,02:59,"Student Services East, 6065 Aztec Circle Dr, San Diego",San Diego State University,Violation of SDSU Grounds Policy False Id To Specific Police Officer
17-651,2017-05-08,06:08,2017-05-08,06:39,"East Commons Convenience Store, 5965 Aztec Circle Dr, San Diego",San Diego State University,Shoplift Petty Theft
17-652,2017-05-08,01:11,2017-05-08,01:40,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Poss Cntrlld Substnc Paraphernalia
17-655,2017-05-09,01:51,2017-05-09,01:30,"Tarastec Residence Hall, 5445 55TH St, San Diego",San Diego State University,Burglary:Inhbtd Dwelling 1st Degree
17-657,2017-05-11,03:43,2017-05-11,03:40,"5700 Hardy Av, San Diego",San Diego State University,Robbery Conspiracy:commit Crime
17-658,2017-05-11,01:17,2017-05-11,02:15,"6100 Pontaic St, San Diego",San Diego State University,Drive W/License Suspended
17-659,2017-05-12,02:32,2017-05-12,03:09,"Fowler Athletic Center, 5302 55TH St, San Diego",San Diego State University,Burglary Conspiracy:commit Crime Poss Cntrlld Substnc Paraphernalia
17-66,2017-01-21,00:28,2017-01-21,00:28,"Parking 12, 5530 Aztec Circle Dr, San Diego",San Diego State University,Poss Marijuana W/Driving
17-661,2017-05-12,01:15,2017-05-11,02:00,"Don Powell Theatre, 5350 Campanile Dr, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
17-662,2017-05-12,03:59,2017-05-12,03:50,"Canyon Crest Dr/College Av, San Diego",San Diego State University,Hit & Run:injury
17-663,2017-05-12,06:40,2017-05-12,05:55,"Campus Green, 5882 Hardy Ave, San Diego",San Diego State University,Petty Theft
17-664,2017-05-12,03:33,2017-05-12,03:48,"5000 55TH St, San Diego",San Diego State University,Drive W/O License
17-665,2017-05-13,03:35,2017-05-13,06:25,"4200 Camino Del Rio N, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
17-666,2017-05-13,05:34,2017-05-13,05:34,"Parking 4, 5105 East Campus Dr, San Diego",San Diego State University,Contempt:disobey Crt Ordr
17-668,2017-05-14,02:28,2017-05-14,05:43,"Interstate 8/FLETCHER Pkwy, San Diego",San Diego State University,Obstruct/Resist Exec Off DUI Alcohol DUI Alcohol/0.08 Percent Drive W/License Suspended
17-675,2017-05-16,08:38,2017-05-16,08:38,"Mesita Dr/College Av, San Diego",San Diego State University,Drive W/License Suspended
17-677,2017-05-16,06:36,2017-05-16,06:28,"Parking 7, 5100 55TH St, San Diego",San Diego State University,Arson:property
17-679,2017-05-17,07:18,2017-05-16,03:05,"Big City Bagels At Gateway, 5250 Campanile Dr, San Diego",San Diego State University,Burglary
17-68,2017-01-21,01:35,2017-01-21,01:30,"Parking 17A, 6115 Alvarado Rd, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
17-680,2017-05-17,08:38,NA,NA,"Speech Language And Hearing Scie, 5245 Campanile Dr, San Diego",San Diego State University,Vandalism:damage Property
17-682,2017-05-17,05:00,2017-05-15,06:00,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
17-684,2017-05-18,00:39,2017-05-18,01:15,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Poss Cntrlld Substnc Paraphernalia
17-685,2017-05-18,07:20,2017-05-18,07:05,"Students Veterans Organization, 5500 Hardy Av, San Diego",San Diego State University,Petty Theft Rec Knwn Stoln Prop -$950
17-686,2017-05-18,08:17,2017-05-17,07:00,"Parking 6, 5585 Hardy Av, San Diego",San Diego State University,Petty Theft
17-689,2017-05-19,07:45,NA,NA,"Parking 17, 6115 Alvarado Rd, San Diego",San Diego State University,Vandalism Less than $400
17-690,2017-05-19,09:04,2017-05-19,09:38,"Parking 12, 5530 Aztec Circle Dr, San Diego",San Diego State University,Bench Warrant For Fta
17-691,2017-05-19,09:04,2017-05-18,09:38,"Parking 12, 5530 Aztec Circle Dr, San Diego",San Diego State University,Violation of SDSU Grounds Policy
17-693,2017-05-19,02:06,2017-05-19,02:31,"Parking 12, 5530 Aztec Circle Dr, San Diego",San Diego State University,Bench Warrant For Fta
17-694,2017-05-19,02:51,2017-05-19,02:35,"Viejas Arena, 5315 55TH St, San Diego",San Diego State University,Offensive Words:public Pl Batt Po/Etc W/O Injury
17-696,2017-05-19,03:13,2017-05-19,03:15,"Viejas Arena, 5315 55TH St, San Diego",San Diego State University,"Battery: Spouse/Ex Spouse/Date,etc."
17-697,2017-05-20,00:04,2017-05-20,00:21,"5100 East Campus Dr, San Diego",San Diego State University,Drive W/O License
17-698,2017-05-20,01:41,2017-05-20,01:41,"Parking 7, 5100 55TH St, San Diego",San Diego State University,Send/Etc False Fire Alarm
17-7,2017-01-04,09:24,2017-01-04,09:24,"Olmeca Residence Hall, 6050 Lindo Paseo Av, San Diego",San Diego State University,Petty Theft Conspiracy:commit Crime
17-700,2017-05-20,04:18,2017-05-20,00:15,"Parking 3, 5205 East Campus Dr, San Diego",San Diego State University,Hit&run Prop Damag:notify
17-702,2017-05-21,00:12,2017-05-21,00:12,"Scott Plaza Apartments, 5475 55TH St, San Diego",San Diego State University,Robbery Exhibit Firearm Vandalism:damage Property Battery On Person
17-703,2017-05-21,00:29,2017-05-21,09:30,"Alberts College Apartments Elaine Plaza, 5460 55TH St, San Diego",San Diego State University,Burglary Petty Theft Vandalism Less than $400
17-704,2017-05-21,02:46,2017-05-21,02:46,"Extended Studies Center Garage, 5701 Hardy Av, San Diego",San Diego State University,Contempt:disobey Crt Ordr
17-706,2017-05-22,00:04,2017-05-22,00:22,"Extended Studies Center Garage, 5701 Hardy Av, San Diego",San Diego State University,Violation of SDSU Grounds Policy
17-707,2017-05-22,08:08,2017-05-22,06:15,"Calpulli Center, 5700 Hardy Av, San Diego",San Diego State University,Petty Theft
17-708,2017-05-22,00:07,2017-05-22,00:21,"Communications, 5410 Campanile Dr, San Diego",San Diego State University,Bench Warrant For Fta Poss Cntrlld Substnc Paraphernalia
17-709,2017-05-22,04:52,2017-05-18,02:30,"Associated Students Recreational, 5560 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
17-710,2017-05-23,00:37,2017-05-23,01:05,"Manchester Hall, 5325 Campanile Dr, San Diego",San Diego State University,Deface W/Paint/Etc
17-711,2017-05-23,00:01,2017-05-23,04:15,"South Campus Plaza Garage, 5850 Lindo Paseo Av, San Diego",San Diego State University,Deface W/Paint/Etc
17-712,2017-05-23,00:29,2017-05-23,01:28,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
17-715,2017-05-24,00:19,2017-05-24,00:38,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Contempt:disobey Crt Ordr
17-717,2017-05-25,00:05,NA,NA,"El Cajon Bl/Rolando Bl / Rolando Ct, San Diego",San Diego State University,Drive W/O License
17-718,2017-05-25,04:11,2017-05-25,04:11,"South Campus Plaza Garage, 5850 Lindo Paseo Av, San Diego",San Diego State University,Battery On Person
17-72,2017-01-22,03:03,2017-01-21,03:00,"South Campus Plaza Parking Struc, 5850 Lindo Paseo Av, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
17-720,2017-05-25,07:32,2017-05-25,04:30,"Parking 4, Level 3, 5110 East Campus Drive, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
17-723,2017-05-26,03:09,2017-05-24,01:00,"Malcolm A Love Library, 5355 Campanile Dr, San Diego",San Diego State University,Petty Theft
17-724,2017-05-26,01:23,2017-05-26,01:31,"5000 Campanile Dr, San Diego",San Diego State University,Drive W/O License
17-726,2017-05-27,06:28,2017-05-26,05:30,"Parking 4A, 5110 East Campus Dr, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
17-727,2017-05-27,09:47,2017-05-27,09:30,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
17-728,2017-05-28,03:26,2017-05-28,06:12,"5000 College Av, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
17-729,2017-05-28,00:35,2017-05-28,00:45,"Montezuma Rd/College Av, San Diego",San Diego State University,Drive W/License Suspended
17-730,2017-05-29,04:23,2017-05-29,04:30,"Oggi's Pizza Express, 6075 Aztec Circle Dr, San Diego",San Diego State University,False Id To Specific Police Officer Transient Fail To Reg-CSU Violation of SDSU Grounds Policy
17-731,2017-05-29,03:34,2017-05-29,03:42,"The Daily Grinds Cafe, 6695 El Cajon Bl, San Diego",San Diego State University,Drive W/License Suspended
17-732,2017-05-29,07:45,2017-05-29,07:55,"5100 College Av, San Diego",San Diego State University,Expired Registration
17-733,2017-05-30,01:30,2017-05-30,03:39,"Panda Express, 5965 Aztec Circle Dr, San Diego",San Diego State University,Burglary
17-734,2017-05-30,04:42,2017-05-15,07:45,"University Police, 5350 55TH St, San Diego",San Diego State University,Fals Rpt Crime:spec Po
17-736,2017-05-30,05:16,2017-05-25,07:00,"Alvarado Medical Center Bldg 6, 6363 Alvarado Ct, San Diego",San Diego State University,Burglary
17-738,2017-05-31,06:20,2017-05-31,06:58,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Shoplift Poss Cntrlld Substnc Paraphernalia Possess Narcotic Cntl Sub
17-739,2017-05-31,03:14,2017-05-31,03:27,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Transient Fail To Reg-CSU
17-740,2017-06-01,00:03,2017-06-01,00:04,"The Den, 5840 Hardy Av, San Diego",San Diego State University,Contempt:disobey Crt Ordr Poss Controlled Substance-M Poss Cntrlld Substnc Paraphernalia
17-742,2017-06-01,07:14,2017-06-01,07:00,"North Art, 5730 Avenue Of Arts, San Diego",San Diego State University,Threaten Crime w/Intent to Terrorize
17-744,2017-06-01,05:55,2017-06-01,06:00,"South Campus Plaza South, 5120 College Av, San Diego",San Diego State University,Smoke/Ingest Marij Public Place
17-745,2017-06-01,09:07,2017-06-01,09:07,"Parking 15, 5545 Canyon Crest Dr, San Diego",San Diego State University,Violation of SDSU Grounds Policy
17-746,2017-06-01,09:42,2017-06-01,09:46,"Parking 12- L7, 5530 Aztec Circle Dr, San Diego",San Diego State University,Violation of SDSU Grounds Policy
17-749,2017-06-02,00:35,2017-06-02,01:05,"7-ELEVEN, 5141 College Av, San Diego",San Diego State University,Poss Cntrlld Substnc Paraphernalia
17-750,2017-06-02,03:51,2017-06-02,04:06,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Disord Conduct:alcohol
17-753,2017-06-03,01:02,2017-06-03,01:02,"7-ELEVEN, 5141 College Av, San Diego",San Diego State University,Contempt:disobey Crt Ordr Poss Controlled Substance-M Poss Cntrlld Substnc Paraphernalia
17-754,2017-06-04,03:03,2017-06-04,03:03,"5100 College Av, San Diego",San Diego State University,Drive Wrong Way:div Hwy Drive W/License Suspended
17-755,2017-06-04,07:00,2017-06-04,07:00,"Viejas Arena Turn Around, 5300 55TH Street, San Diego",San Diego State University,Possess Narcotic Cntl Sub
17-757,2017-06-05,03:51,2017-06-02,08:00,"Parking 3, 5205 East Campus Dr, San Diego",San Diego State University,Vandalism:damage Property Petty Theft
17-759,2017-06-05,07:50,2017-06-05,07:30,"Parking 3, 5205 East Campus Dr, San Diego",San Diego State University,Vandalism:damage Property Petty Theft
17-76,2017-01-23,02:29,2017-01-23,01:45,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
17-760,2017-06-05,08:38,2017-06-05,08:38,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Obstruct/Resist Exec Off Disord Conduct:alcohol Intimidate Wit/Vict
17-765,2017-06-07,04:05,2017-06-07,04:05,"Aztec Recreation Center, 5335 55TH St, San Diego",San Diego State University,Threaten Crime w/Intent to Terrorize
17-768,2017-06-08,00:34,2017-06-08,00:50,"55TH St/Montezuma Rd, San Diego",San Diego State University,Poss Cntrlld Substnc Paraphernalia
17-769,2017-06-08,04:08,2017-06-08,04:05,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Violation of SDSU Grounds Policy Curfew
17-770,2017-06-08,00:32,2017-06-08,00:15,"Lindo Paseo/Campanile, 5260 Campanile Dr, San Diego",San Diego State University,Child Stealing Robbery Damge/Destry Wireless Comm Device Intimidate Wit/Vict
17-773,2017-06-09,09:03,NA,NA,"Music, 5310 Campanile Dr, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
17-774,2017-06-09,07:08,2017-06-09,07:25,"Malcolm A Love Library, 5355 Campanile Dr, San Diego",San Diego State University,Contempt:disobey Crt Ordr
17-777,2017-06-10,03:19,2017-06-10,04:02,"Childrens Center, 6150 Zura Wy, San Diego",San Diego State University,Violation of SDSU Grounds Policy
17-779,2017-06-10,03:18,2017-06-09,08:30,"Parking 4, 5105 East Campus Dr, San Diego",San Diego State University,Petty Theft
17-780,2017-06-11,01:18,2017-06-10,01:20,"Nu Alpha Kappa Fraternity (Sor-Frat), 5721 Lindo Paseo Av, San Diego",San Diego State University,Burglary Grnd Thft:prop/Etc $950+
17-782,2017-06-11,08:05,2017-06-11,07:35,"Fowler Athletic Center, 5302 55TH St, San Diego",San Diego State University,Petty Theft
17-783,2017-06-11,03:04,2017-06-11,03:16,"5200 College Av, San Diego",San Diego State University,Expired license-less than 30 days
17-785,2017-06-12,06:28,2017-06-09,06:00,"Eureka, 5140 College Av, San Diego",San Diego State University,Burglary Petty Theft
17-786,2017-06-12,07:48,2017-06-12,07:59,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Violation of SDSU Grounds Policy
17-787,2017-06-12,08:41,2017-06-12,08:58,"7-ELEVEN, 5141 College Av, San Diego",San Diego State University,Poss Controlled Substance-M Poss Cntrlld Substnc Paraphernalia
17-788,2017-06-12,00:52,NA,NA,"East Commons, 5965 Aztec Circle Dr, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+ Vandalism:damage Property
17-789,2017-06-12,01:57,2017-06-12,01:57,"5200 Remington Rd, San Diego",San Diego State University,Misuse of Reg Tag
17-792,2017-06-13,03:17,2017-06-13,03:23,"Trujillos Taco Shop, 5119 College Av, San Diego",San Diego State University,Drive W/O License
17-793,2017-06-13,03:57,2017-06-13,04:10,"College Av/Arosa St, San Diego",San Diego State University,Expired Registration
17-795,2017-06-14,03:37,2017-06-13,02:00,"Arts And Letters, 5700 Avenue Of Arts, San Diego",San Diego State University,Vandalism:deface Property
17-796,2017-06-14,05:59,2017-06-14,05:00,"Parking 12, 5530 Aztec Circle Dr, San Diego",San Diego State University,Hit&run Prop Damag:locate
17-798,2017-06-14,03:36,2017-06-13,02:00,"Storm Hall, 5430 Scripps Terrace, San Diego",San Diego State University,Vandalism:deface Property
17-800,2017-06-15,07:36,2017-06-15,07:30,"Alberts College Apartments Scott Plaza, 5475 55TH St, San Diego",San Diego State University,"Battery: Spouse/Ex Spouse/Date,etc."
17-803,2017-06-16,08:40,NA,NA,"Library Information Access Dome, 5335 Campanile Dr, San Diego",San Diego State University,Contempt:disobey Crt Ordr
17-804,2017-06-16,01:24,2017-06-15,01:00,"Mission Bay Aquatic Center, 1001 Santa Clara Pl, San Diego",San Diego State University,Annoy/Molest Child Under 18
17-805,2017-06-16,06:02,2017-06-16,06:02,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Shoplift Petty Theft
17-806,2017-06-16,06:01,2017-06-16,06:03,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
17-807,2017-06-17,04:46,2017-06-17,04:46,"Parking 6B, 5575 Hardy Av, San Diego",San Diego State University,Vandalism ($400 or less) -Misd Tamper With Vehicle
17-808,2017-06-17,09:39,2017-06-17,09:49,"Alberts College Apartments Elaine Plaza, 5460 55TH St, San Diego",San Diego State University,Nonstudnt Refuse Leav Sch
17-81,2017-01-23,01:35,2017-01-23,02:11,"Jack In The Box, 5155 College Av, San Diego",San Diego State University,Battery On Person
17-810,2017-06-17,08:05,2017-06-17,08:08,"Jeff Jacobs Jam Center, 5260 55TH St, San Diego",San Diego State University,Tamper/Etc W/Firealrm/Etc
17-811,2017-06-17,00:26,2017-06-17,00:30,"El Cajon Bl/Montezuma Rd, San Diego",San Diego State University,Drive W/O License
17-812,2017-06-18,01:34,2017-06-17,01:30,"Alberts College Apartments Scott Plaza, 5475 55TH St, San Diego",San Diego State University,Burglary Vandalism ($400 or less) -Misd
17-816,2017-06-19,02:34,2017-06-19,03:27,"College Av/Arosa St, San Diego",San Diego State University,Poss Controlled Substance-M Poss Cntrlld Substnc Paraphernalia Drive W/License Suspended
17-818,2017-06-19,07:37,2016-06-19,07:46,"5100 College Av, San Diego",San Diego State University,Expired Registration
17-819,2017-06-20,07:22,2017-06-11,04:00,"6625 Amherst St, San Diego",San Diego State University,Drive W/O License
